256,0.0371422,0.0373262,0.000184083,0,0
512,0.294939,0.263318,-0.0316216,0,0
1024,2.35272,1.85938,-0.493343,0,0
2048,18.6732,13.0537,-5.61954,0,0
4096,149.086,91.7776,-57.3084,0,0
