4,6.25e-07,7.08e-07,8.3e-08,0,0
8,1.459e-06,3.75e-06,2.291e-06,0,0
16,9.875e-06,2.575e-05,1.5875e-05,0,0
32,7.5875e-05,0.000194584,0.000118709,0,0
64,0.000595375,0.00134008,0.000744708,0,0
128,0.00461863,0.00964617,0.00502754,0,0
256,0.0369561,0.0690608,0.0321047,0,0
512,0.291867,0.491773,0.199906,0,0
1024,2.34421,3.43035,1.08614,0,0
2048,18.7406,24.1237,5.38312,0,0
4096,151.214,170.533,19.3193,0,0
